Name,Description,Price,Image,Category,Engine size,Make,Stroke,Size,Brand,Gender,Condition,Item ID
Fox Racing Ventilated Helmet - Size L (HL-0010),Ventilated motocross helmet by Fox Racing in size L. Comfortable fit with solid airflow. Dummy data for testing.,268.58,https://picsum.photos/seed/mg98/800/800,Helmets,,,,L,Fox Racing,Male,New,98
Fox Racing Off-Road Helmet - Size L (HL-0011),Off-Road motocross helmet by Fox Racing in size L. Comfortable fit with solid airflow. Dummy data for testing.,439.19,https://picsum.photos/seed/mg99/800/800,Helmets,,,,L,Fox Racing,Male,New,99
Fox Racing Ventilated Helmet - Size S (HL-0012),Ventilated motocross helmet by Fox Racing in size S. Comfortable fit with solid airflow. Dummy data for testing.,189.97,https://picsum.photos/seed/mg100/800/800,Helmets,,,,S,Fox Racing,Male,New,100
Fox Racing Off-Road Helmet - Size M (HL-0013),Off-Road motocross helmet by Fox Racing in size M. Comfortable fit with solid airflow. Dummy data for testing.,101.76,https://picsum.photos/seed/mg101/800/800,Helmets,,,,M,Fox Racing,Male,New,101
100% Ventilated Helmet - Size M (HL-0014),Ventilated motocross helmet by 100% in size M. Comfortable fit with solid airflow. Dummy data for testing.,176.96,https://picsum.photos/seed/mg102/800/800,Helmets,,,,M,100%,Male,New,102
Fox Racing Off-Road Helmet - Size M (HL-0015),Off-Road motocross helmet by Fox Racing in size M. Comfortable fit with solid airflow. Dummy data for testing.,450.92,https://picsum.photos/seed/mg103/800/800,Helmets,,,,M,Fox Racing,Male,New,103
Fox Racing Lightweight Helmet - Size L (HL-0016),Lightweight motocross helmet by Fox Racing in size L. Comfortable fit with solid airflow. Dummy data for testing.,94.15,https://picsum.photos/seed/mg104/800/800,Helmets,,,,L,Fox Racing,Male,New,104
100% MX Helmet - Size S (HL-0017),MX motocross helmet by 100% in size S. Comfortable fit with solid airflow. Dummy data for testing.,385.22,https://picsum.photos/seed/mg105/800/800,Helmets,,,,S,100%,Male,New,105
100% Race Helmet - Size M (HL-0018),Race motocross helmet by 100% in size M. Comfortable fit with solid airflow. Dummy data for testing.,285.19,https://picsum.photos/seed/mg106/800/800,Helmets,,,,M,100%,Male,New,106
Fox Racing Ventilated Helmet - Size L (HL-0019),Ventilated motocross helmet by Fox Racing in size L. Comfortable fit with solid airflow. Dummy data for testing.,415.09,https://picsum.photos/seed/mg107/800/800,Helmets,,,,L,Fox Racing,Male,New,107
Fox Racing MX Helmet - Size S (HL-0020),MX motocross helmet by Fox Racing in size S. Comfortable fit with solid airflow. Dummy data for testing.,255.79,https://picsum.photos/seed/mg108/800/800,Helmets,,,,S,Fox Racing,Male,New,108
Fox Racing Race Helmet - Size S (HL-0021),Race motocross helmet by Fox Racing in size S. Comfortable fit with solid airflow. Dummy data for testing.,328.43,https://picsum.photos/seed/mg109/800/800,Helmets,,,,S,Fox Racing,Male,New,109
Fox Racing Ventilated Helmet - Size M (HL-0022),Ventilated motocross helmet by Fox Racing in size M. Comfortable fit with solid airflow. Dummy data for testing.,498.61,https://picsum.photos/seed/mg110/800/800,Helmets,,,,M,Fox Racing,Male,New,110
Fox Racing Off-Road Helmet - Size L (HL-0023),Off-Road motocross helmet by Fox Racing in size L. Comfortable fit with solid airflow. Dummy data for testing.,378.16,https://picsum.photos/seed/mg111/800/800,Helmets,,,,L,Fox Racing,Male,New,111
Fox Racing Off-Road Helmet - Size M (HL-0024),Off-Road motocross helmet by Fox Racing in size M. Comfortable fit with solid airflow. Dummy data for testing.,184.51,https://picsum.photos/seed/mg112/800/800,Helmets,,,,M,Fox Racing,Male,New,112
100% Off-Road Helmet - Size L (HL-0025),Off-Road motocross helmet by 100% in size L. Comfortable fit with solid airflow. Dummy data for testing.,139.01,https://picsum.photos/seed/mg113/800/800,Helmets,,,,L,100%,Male,New,113
100% MX Helmet - Size L (HL-0026),MX motocross helmet by 100% in size L. Comfortable fit with solid airflow. Dummy data for testing.,178.71,https://picsum.photos/seed/mg114/800/800,Helmets,,,,L,100%,Male,New,114
Fox Racing Race Helmet - Size M (HL-0027),Race motocross helmet by Fox Racing in size M. Comfortable fit with solid airflow. Dummy data for testing.,331.72,https://picsum.photos/seed/mg115/800/800,Helmets,,,,M,Fox Racing,Male,New,115
Fox Racing Full-Face Helmet - Size L (HL-0028),Full-Face motocross helmet by Fox Racing in size L. Comfortable fit with solid airflow. Dummy data for testing.,431.37,https://picsum.photos/seed/mg116/800/800,Helmets,,,,L,Fox Racing,Male,New,116
100% Off-Road Helmet - Size M (HL-0029),Off-Road motocross helmet by 100% in size M. Comfortable fit with solid airflow. Dummy data for testing.,163.56,https://picsum.photos/seed/mg117/800/800,Helmets,,,,M,100%,Male,New,117
100% Off-Road Helmet - Size S (HL-0030),Off-Road motocross helmet by 100% in size S. Comfortable fit with solid airflow. Dummy data for testing.,108.65,https://picsum.photos/seed/mg118/800/800,Helmets,,,,S,100%,Male,New,118
Fox Racing Race Helmet - Size S (HL-0031),Race motocross helmet by Fox Racing in size S. Comfortable fit with solid airflow. Dummy data for testing.,477.07,https://picsum.photos/seed/mg119/800/800,Helmets,,,,S,Fox Racing,Male,New,119
Fox Racing Full-Face Helmet - Size L (HL-0032),Full-Face motocross helmet by Fox Racing in size L. Comfortable fit with solid airflow. Dummy data for testing.,447.81,https://picsum.photos/seed/mg120/800/800,Helmets,,,,L,Fox Racing,Male,New,120
Fox Racing Ventilated Helmet - Size L (HL-0033),Ventilated motocross helmet by Fox Racing in size L. Comfortable fit with solid airflow. Dummy data for testing.,286.26,https://picsum.photos/seed/mg121/800/800,Helmets,,,,L,Fox Racing,Male,New,121
100% Full-Face Helmet - Size M (HL-0034),Full-Face motocross helmet by 100% in size M. Comfortable fit with solid airflow. Dummy data for testing.,193.51,https://picsum.photos/seed/mg122/800/800,Helmets,,,,M,100%,Male,New,122
100% Full-Face Helmet - Size M (HL-0035),Full-Face motocross helmet by 100% in size M. Comfortable fit with solid airflow. Dummy data for testing.,254.28,https://picsum.photos/seed/mg123/800/800,Helmets,,,,M,100%,Male,New,123
100% MX Helmet - Size S (HL-0036),MX motocross helmet by 100% in size S. Comfortable fit with solid airflow. Dummy data for testing.,151.16,https://picsum.photos/seed/mg124/800/800,Helmets,,,,S,100%,Male,New,124
Fox Racing Full-Face Helmet - Size L (HL-0037),Full-Face motocross helmet by Fox Racing in size L. Comfortable fit with solid airflow. Dummy data for testing.,497.50,https://picsum.photos/seed/mg125/800/800,Helmets,,,,L,Fox Racing,Male,New,125
Fox Racing Lightweight Helmet - Size S (HL-0038),Lightweight motocross helmet by Fox Racing in size S. Comfortable fit with solid airflow. Dummy data for testing.,334.40,https://picsum.photos/seed/mg126/800/800,Helmets,,,,S,Fox Racing,Male,New,126
100% Lightweight Helmet - Size L (HL-0039),Lightweight motocross helmet by 100% in size L. Comfortable fit with solid airflow. Dummy data for testing.,245.94,https://picsum.photos/seed/mg127/800/800,Helmets,,,,L,100%,Male,New,127
Fox Racing Lightweight Helmet - Size M (HL-0040),Lightweight motocross helmet by Fox Racing in size M. Comfortable fit with solid airflow. Dummy data for testing.,495.90,https://picsum.photos/seed/mg128/800/800,Helmets,,,,M,Fox Racing,Male,New,128
100% Lightweight Helmet - Size M (HL-0041),Lightweight motocross helmet by 100% in size M. Comfortable fit with solid airflow. Dummy data for testing.,483.63,https://picsum.photos/seed/mg129/800/800,Helmets,,,,M,100%,Male,New,129
100% Race Helmet - Size S (HL-0042),Race motocross helmet by 100% in size S. Comfortable fit with solid airflow. Dummy data for testing.,176.51,https://picsum.photos/seed/mg130/800/800,Helmets,,,,S,100%,Male,New,130
100% MX Helmet - Size L (HL-0043),MX motocross helmet by 100% in size L. Comfortable fit with solid airflow. Dummy data for testing.,188.33,https://picsum.photos/seed/mg131/800/800,Helmets,,,,L,100%,Male,New,131
100% MX Helmet - Size L (HL-0044),MX motocross helmet by 100% in size L. Comfortable fit with solid airflow. Dummy data for testing.,91.09,https://picsum.photos/seed/mg132/800/800,Helmets,,,,L,100%,Male,New,132
Fox Racing Off-Road Helmet - Size M (HL-0045),Off-Road motocross helmet by Fox Racing in size M. Comfortable fit with solid airflow. Dummy data for testing.,103.37,https://picsum.photos/seed/mg133/800/800,Helmets,,,,M,Fox Racing,Male,New,133
Fox Racing Race Helmet - Size M (HL-0046),Race motocross helmet by Fox Racing in size M. Comfortable fit with solid airflow. Dummy data for testing.,442.43,https://picsum.photos/seed/mg134/800/800,Helmets,,,,M,Fox Racing,Male,New,134
100% Off-Road Helmet - Size S (HL-0047),Off-Road motocross helmet by 100% in size S. Comfortable fit with solid airflow. Dummy data for testing.,413.00,https://picsum.photos/seed/mg135/800/800,Helmets,,,,S,100%,Male,New,135
100% Ventilated Helmet - Size L (HL-0048),Ventilated motocross helmet by 100% in size L. Comfortable fit with solid airflow. Dummy data for testing.,137.05,https://picsum.photos/seed/mg136/800/800,Helmets,,,,L,100%,Male,New,136
100% Off-Road Helmet - Size S (HL-0049),Off-Road motocross helmet by 100% in size S. Comfortable fit with solid airflow. Dummy data for testing.,428.91,https://picsum.photos/seed/mg137/800/800,Helmets,,,,S,100%,Male,New,137
100% MX Helmet - Size S (HL-0050),MX motocross helmet by 100% in size S. Comfortable fit with solid airflow. Dummy data for testing.,414.97,https://picsum.photos/seed/mg138/800/800,Helmets,,,,S,100%,Male,New,138
Fox Racing Ventilated Helmet - Size L (HL-0051),Ventilated motocross helmet by Fox Racing in size L. Comfortable fit with solid airflow. Dummy data for testing.,140.97,https://picsum.photos/seed/mg139/800/800,Helmets,,,,L,Fox Racing,Male,New,139
Fox Racing Race Helmet - Size L (HL-0052),Race motocross helmet by Fox Racing in size L. Comfortable fit with solid airflow. Dummy data for testing.,255.02,https://picsum.photos/seed/mg140/800/800,Helmets,,,,L,Fox Racing,Male,New,140
Fox Racing Ventilated Helmet - Size M (HL-0053),Ventilated motocross helmet by Fox Racing in size M. Comfortable fit with solid airflow. Dummy data for testing.,122.97,https://picsum.photos/seed/mg141/800/800,Helmets,,,,M,Fox Racing,Male,New,141
Fox Racing Race Helmet - Size S (HL-0054),Race motocross helmet by Fox Racing in size S. Comfortable fit with solid airflow. Dummy data for testing.,222.14,https://picsum.photos/seed/mg142/800/800,Helmets,,,,S,Fox Racing,Male,New,142
100% Full-Face Helmet - Size M (HL-0055),Full-Face motocross helmet by 100% in size M. Comfortable fit with solid airflow. Dummy data for testing.,183.85,https://picsum.photos/seed/mg143/800/800,Helmets,,,,M,100%,Male,New,143
100% Race Helmet - Size L (HL-0056),Race motocross helmet by 100% in size L. Comfortable fit with solid airflow. Dummy data for testing.,426.77,https://picsum.photos/seed/mg144/800/800,Helmets,,,,L,100%,Male,New,144
100% MX Helmet - Size L (HL-0057),MX motocross helmet by 100% in size L. Comfortable fit with solid airflow. Dummy data for testing.,282.90,https://picsum.photos/seed/mg145/800/800,Helmets,,,,L,100%,Male,New,145
Fox Racing Off-Road Helmet - Size L (HL-0058),Off-Road motocross helmet by Fox Racing in size L. Comfortable fit with solid airflow. Dummy data for testing.,164.40,https://picsum.photos/seed/mg146/800/800,Helmets,,,,L,Fox Racing,Male,New,146
Fox Racing Race Helmet - Size L (HL-0059),Race motocross helmet by Fox Racing in size L. Comfortable fit with solid airflow. Dummy data for testing.,423.83,https://picsum.photos/seed/mg147/800/800,Helmets,,,,L,Fox Racing,Male,New,147
Fox Racing Off-Road Helmet - Size S (HL-0060),Off-Road motocross helmet by Fox Racing in size S. Comfortable fit with solid airflow. Dummy data for testing.,257.41,https://picsum.photos/seed/mg148/800/800,Helmets,,,,S,Fox Racing,Male,New,148
100% MX Helmet - Size M (HL-0061),MX motocross helmet by 100% in size M. Comfortable fit with solid airflow. Dummy data for testing.,225.21,https://picsum.photos/seed/mg149/800/800,Helmets,,,,M,100%,Male,New,149
Fox Racing Off-Road Helmet - Size L (HL-0062),Off-Road motocross helmet by Fox Racing in size L. Comfortable fit with solid airflow. Dummy data for testing.,361.65,https://picsum.photos/seed/mg150/800/800,Helmets,,,,L,Fox Racing,Male,New,150
100% Ventilated Helmet - Size M (HL-0063),Ventilated motocross helmet by 100% in size M. Comfortable fit with solid airflow. Dummy data for testing.,126.09,https://picsum.photos/seed/mg151/800/800,Helmets,,,,M,100%,Male,New,151
Fox Racing Full-Face Helmet - Size M (HL-0064),Full-Face motocross helmet by Fox Racing in size M. Comfortable fit with solid airflow. Dummy data for testing.,487.77,https://picsum.photos/seed/mg152/800/800,Helmets,,,,M,Fox Racing,Male,New,152
100% Race Helmet - Size M (HL-0065),Race motocross helmet by 100% in size M. Comfortable fit with solid airflow. Dummy data for testing.,446.43,https://picsum.photos/seed/mg153/800/800,Helmets,,,,M,100%,Male,New,153
Fox Racing Full-Face Helmet - Size M (HL-0066),Full-Face motocross helmet by Fox Racing in size M. Comfortable fit with solid airflow. Dummy data for testing.,166.90,https://picsum.photos/seed/mg154/800/800,Helmets,,,,M,Fox Racing,Male,New,154
Fox Racing Race Helmet - Size M (HL-0067),Race motocross helmet by Fox Racing in size M. Comfortable fit with solid airflow. Dummy data for testing.,271.23,https://picsum.photos/seed/mg155/800/800,Helmets,,,,M,Fox Racing,Male,New,155
100% Off-Road Helmet - Size S (HL-0068),Off-Road motocross helmet by 100% in size S. Comfortable fit with solid airflow. Dummy data for testing.,315.17,https://picsum.photos/seed/mg156/800/800,Helmets,,,,S,100%,Male,New,156
Fox Racing Race Helmet - Size M (HL-0069),Race motocross helmet by Fox Racing in size M. Comfortable fit with solid airflow. Dummy data for testing.,288.72,https://picsum.photos/seed/mg157/800/800,Helmets,,,,M,Fox Racing,Male,New,157
100% Race Helmet - Size S (HL-0070),Race motocross helmet by 100% in size S. Comfortable fit with solid airflow. Dummy data for testing.,154.93,https://picsum.photos/seed/mg158/800/800,Helmets,,,,S,100%,Male,New,158
100% Lightweight Helmet - Size L (HL-0071),Lightweight motocross helmet by 100% in size L. Comfortable fit with solid airflow. Dummy data for testing.,257.27,https://picsum.photos/seed/mg159/800/800,Helmets,,,,L,100%,Male,New,159
100% Ventilated Helmet - Size S (HL-0072),Ventilated motocross helmet by 100% in size S. Comfortable fit with solid airflow. Dummy data for testing.,478.28,https://picsum.photos/seed/mg160/800/800,Helmets,,,,S,100%,Male,New,160
100% Ventilated Helmet - Size L (HL-0073),Ventilated motocross helmet by 100% in size L. Comfortable fit with solid airflow. Dummy data for testing.,472.38,https://picsum.photos/seed/mg161/800/800,Helmets,,,,L,100%,Male,New,161
Fox Racing Ventilated Helmet - Size M (HL-0074),Ventilated motocross helmet by Fox Racing in size M. Comfortable fit with solid airflow. Dummy data for testing.,432.23,https://picsum.photos/seed/mg162/800/800,Helmets,,,,M,Fox Racing,Male,New,162
100% Ventilated Helmet - Size M (HL-0075),Ventilated motocross helmet by 100% in size M. Comfortable fit with solid airflow. Dummy data for testing.,316.01,https://picsum.photos/seed/mg163/800/800,Helmets,,,,M,100%,Male,New,163
100% Lightweight Helmet - Size M (HL-0076),Lightweight motocross helmet by 100% in size M. Comfortable fit with solid airflow. Dummy data for testing.,298.37,https://picsum.photos/seed/mg164/800/800,Helmets,,,,M,100%,Male,New,164
100% Off-Road Helmet - Size S (HL-0077),Off-Road motocross helmet by 100% in size S. Comfortable fit with solid airflow. Dummy data for testing.,406.79,https://picsum.photos/seed/mg165/800/800,Helmets,,,,S,100%,Male,New,165
Fox Racing Lightweight Helmet - Size M (HL-0078),Lightweight motocross helmet by Fox Racing in size M. Comfortable fit with solid airflow. Dummy data for testing.,199.53,https://picsum.photos/seed/mg166/800/800,Helmets,,,,M,Fox Racing,Male,New,166
Fox Racing Race Helmet - Size S (HL-0079),Race motocross helmet by Fox Racing in size S. Comfortable fit with solid airflow. Dummy data for testing.,212.40,https://picsum.photos/seed/mg167/800/800,Helmets,,,,S,Fox Racing,Male,New,167
Fox Racing MX Helmet - Size L (HL-0080),MX motocross helmet by Fox Racing in size L. Comfortable fit with solid airflow. Dummy data for testing.,273.07,https://picsum.photos/seed/mg168/800/800,Helmets,,,,L,Fox Racing,Male,New,168
Fox Racing Off-Road Helmet - Size M (HL-0081),Off-Road motocross helmet by Fox Racing in size M. Comfortable fit with solid airflow. Dummy data for testing.,316.28,https://picsum.photos/seed/mg169/800/800,Helmets,,,,M,Fox Racing,Male,New,169
Fox Racing Ventilated Helmet - Size L (HL-0082),Ventilated motocross helmet by Fox Racing in size L. Comfortable fit with solid airflow. Dummy data for testing.,472.46,https://picsum.photos/seed/mg170/800/800,Helmets,,,,L,Fox Racing,Male,New,170
100% Lightweight Helmet - Size S (HL-0083),Lightweight motocross helmet by 100% in size S. Comfortable fit with solid airflow. Dummy data for testing.,247.01,https://picsum.photos/seed/mg171/800/800,Helmets,,,,S,100%,Male,New,171
100% Off-Road Helmet - Size M (HL-0084),Off-Road motocross helmet by 100% in size M. Comfortable fit with solid airflow. Dummy data for testing.,395.32,https://picsum.photos/seed/mg172/800/800,Helmets,,,,M,100%,Male,New,172
Fox Racing Ventilated Helmet - Size L (HL-0085),Ventilated motocross helmet by Fox Racing in size L. Comfortable fit with solid airflow. Dummy data for testing.,495.24,https://picsum.photos/seed/mg173/800/800,Helmets,,,,L,Fox Racing,Male,New,173
100% Ventilated Helmet - Size L (HL-0086),Ventilated motocross helmet by 100% in size L. Comfortable fit with solid airflow. Dummy data for testing.,485.57,https://picsum.photos/seed/mg174/800/800,Helmets,,,,L,100%,Male,New,174
Fox Racing Full-Face Helmet - Size S (HL-0087),Full-Face motocross helmet by Fox Racing in size S. Comfortable fit with solid airflow. Dummy data for testing.,448.41,https://picsum.photos/seed/mg175/800/800,Helmets,,,,S,Fox Racing,Male,New,175
100% Lightweight Helmet - Size M (HL-0088),Lightweight motocross helmet by 100% in size M. Comfortable fit with solid airflow. Dummy data for testing.,463.27,https://picsum.photos/seed/mg176/800/800,Helmets,,,,M,100%,Male,New,176
100% Ventilated Jersey - Size S (JR-0001),Ventilated motocross jersey by 100% in size S. Designed for movement and ventilation. Dummy data for testing.,116.44,https://picsum.photos/seed/mg177/800/800,Jerseys,,,,S,100%,Male,New,177
100% Ventilated Jersey - Size S (JR-0002),Ventilated motocross jersey by 100% in size S. Designed for movement and ventilation. Dummy data for testing.,107.05,https://picsum.photos/seed/mg178/800/800,Jerseys,,,,S,100%,Male,New,178
Fox Racing Race Jersey - Size M (JR-0003),Race motocross jersey by Fox Racing in size M. Designed for movement and ventilation. Dummy data for testing.,97.72,https://picsum.photos/seed/mg179/800/800,Jerseys,,,,M,Fox Racing,Male,New,179
100% Lightweight Jersey - Size L (JR-0004),Lightweight motocross jersey by 100% in size L. Designed for movement and ventilation. Dummy data for testing.,114.49,https://picsum.photos/seed/mg180/800/800,Jerseys,,,,L,100%,Male,New,180
Fox Racing Lightweight Jersey - Size L (JR-0005),Lightweight motocross jersey by Fox Racing in size L. Designed for movement and ventilation. Dummy data for testing.,90.80,https://picsum.photos/seed/mg181/800/800,Jerseys,,,,L,Fox Racing,Male,New,181
100% Race Jersey - Size M (JR-0006),Race motocross jersey by 100% in size M. Designed for movement and ventilation. Dummy data for testing.,32.17,https://picsum.photos/seed/mg182/800/800,Jerseys,,,,M,100%,Male,New,182
Fox Racing Moisture-Wicking Jersey - Size L (JR-0007),Moisture-Wicking motocross jersey by Fox Racing in size L. Designed for movement and ventilation. Dummy data for testing.,103.40,https://picsum.photos/seed/mg183/800/800,Jerseys,,,,L,Fox Racing,Male,New,183
100% Breathable Jersey - Size M (JR-0008),Breathable motocross jersey by 100% in size M. Designed for movement and ventilation. Dummy data for testing.,71.58,https://picsum.photos/seed/mg184/800/800,Jerseys,,,,M,100%,Male,New,184
Fox Racing Breathable Jersey - Size L (JR-0009),Breathable motocross jersey by Fox Racing in size L. Designed for movement and ventilation. Dummy data for testing.,29.82,https://picsum.photos/seed/mg185/800/800,Jerseys,,,,L,Fox Racing,Male,New,185
Fox Racing Lightweight Jersey - Size S (JR-0010),Lightweight motocross jersey by Fox Racing in size S. Designed for movement and ventilation. Dummy data for testing.,64.35,https://picsum.photos/seed/mg186/800/800,Jerseys,,,,S,Fox Racing,Male,New,186
100% Race Jersey - Size S (JR-0011),Race motocross jersey by 100% in size S. Designed for movement and ventilation. Dummy data for testing.,68.26,https://picsum.photos/seed/mg187/800/800,Jerseys,,,,S,100%,Male,New,187
100% Moisture-Wicking Jersey - Size L (JR-0012),Moisture-Wicking motocross jersey by 100% in size L. Designed for movement and ventilation. Dummy data for testing.,43.37,https://picsum.photos/seed/mg188/800/800,Jerseys,,,,L,100%,Male,New,188
Fox Racing Race Jersey - Size L (JR-0013),Race motocross jersey by Fox Racing in size L. Designed for movement and ventilation. Dummy data for testing.,96.72,https://picsum.photos/seed/mg189/800/800,Jerseys,,,,L,Fox Racing,Male,New,189
100% Moisture-Wicking Jersey - Size M (JR-0014),Moisture-Wicking motocross jersey by 100% in size M. Designed for movement and ventilation. Dummy data for testing.,73.41,https://picsum.photos/seed/mg190/800/800,Jerseys,,,,M,100%,Male,New,190
Fox Racing Lightweight Jersey - Size M (JR-0015),Lightweight motocross jersey by Fox Racing in size M. Designed for movement and ventilation. Dummy data for testing.,95.01,https://picsum.photos/seed/mg191/800/800,Jerseys,,,,M,Fox Racing,Male,New,191
Fox Racing Race Jersey - Size M (JR-0016),Race motocross jersey by Fox Racing in size M. Designed for movement and ventilation. Dummy data for testing.,41.58,https://picsum.photos/seed/mg192/800/800,Jerseys,,,,M,Fox Racing,Male,New,192
Fox Racing Race Jersey - Size M (JR-0017),Race motocross jersey by Fox Racing in size M. Designed for movement and ventilation. Dummy data for testing.,56.40,https://picsum.photos/seed/mg193/800/800,Jerseys,,,,M,Fox Racing,Male,New,193
Fox Racing Ventilated Jersey - Size M (JR-0018),Ventilated motocross jersey by Fox Racing in size M. Designed for movement and ventilation. Dummy data for testing.,113.75,https://picsum.photos/seed/mg194/800/800,Jerseys,,,,M,Fox Racing,Male,New,194
Fox Racing Ventilated Jersey - Size S (JR-0019),Ventilated motocross jersey by Fox Racing in size S. Designed for movement and ventilation. Dummy data for testing.,36.19,https://picsum.photos/seed/mg195/800/800,Jerseys,,,,S,Fox Racing,Male,New,195
Fox Racing Race Jersey - Size M (JR-0020),Race motocross jersey by Fox Racing in size M. Designed for movement and ventilation. Dummy data for testing.,56.06,https://picsum.photos/seed/mg196/800/800,Jerseys,,,,M,Fox Racing,Male,New,196
Fox Racing Breathable Jersey - Size L (JR-0021),Breathable motocross jersey by Fox Racing in size L. Designed for movement and ventilation. Dummy data for testing.,127.67,https://picsum.photos/seed/mg197/800/800,Jerseys,,,,L,Fox Racing,Male,New,197
Fox Racing Lightweight Jersey - Size L (JR-0022),Lightweight motocross jersey by Fox Racing in size L. Designed for movement and ventilation. Dummy data for testing.,25.84,https://picsum.photos/seed/mg198/800/800,Jerseys,,,,L,Fox Racing,Male,New,198
100% Race Jersey - Size L (JR-0023),Race motocross jersey by 100% in size L. Designed for movement and ventilation. Dummy data for testing.,103.23,https://picsum.photos/seed/mg199/800/800,Jerseys,,,,L,100%,Male,New,199
100% Race Jersey - Size M (JR-0024),Race motocross jersey by 100% in size M. Designed for movement and ventilation. Dummy data for testing.,109.19,https://picsum.photos/seed/mg200/800/800,Jerseys,,,,M,100%,Male,New,200
100% Race Jersey - Size S (JR-0025),Race motocross jersey by 100% in size S. Designed for movement and ventilation. Dummy data for testing.,51.31,https://picsum.photos/seed/mg201/800/800,Jerseys,,,,S,100%,Male,New,201
100% Breathable Jersey - Size L (JR-0026),Breathable motocross jersey by 100% in size L. Designed for movement and ventilation. Dummy data for testing.,119.85,https://picsum.photos/seed/mg202/800/800,Jerseys,,,,L,100%,Male,New,202
100% Lightweight Jersey - Size L (JR-0027),Lightweight motocross jersey by 100% in size L. Designed for movement and ventilation. Dummy data for testing.,107.79,https://picsum.photos/seed/mg203/800/800,Jerseys,,,,L,100%,Male,New,203
Fox Racing Moisture-Wicking Jersey - Size S (JR-0028),Moisture-Wicking motocross jersey by Fox Racing in size S. Designed for movement and ventilation. Dummy data for testing.,34.45,https://picsum.photos/seed/mg204/800/800,Jerseys,,,,S,Fox Racing,Male,New,204
Fox Racing Ventilated Jersey - Size M (JR-0029),Ventilated motocross jersey by Fox Racing in size M. Designed for movement and ventilation. Dummy data for testing.,43.43,https://picsum.photos/seed/mg205/800/800,Jerseys,,,,M,Fox Racing,Male,New,205
Fox Racing Race Jersey - Size S (JR-0030),Race motocross jersey by Fox Racing in size S. Designed for movement and ventilation. Dummy data for testing.,77.68,https://picsum.photos/seed/mg206/800/800,Jerseys,,,,S,Fox Racing,Male,New,206
100% Lightweight Jersey - Size M (JR-0031),Lightweight motocross jersey by 100% in size M. Designed for movement and ventilation. Dummy data for testing.,120.97,https://picsum.photos/seed/mg207/800/800,Jerseys,,,,M,100%,Male,New,207
Fox Racing Lightweight Jersey - Size M (JR-0032),Lightweight motocross jersey by Fox Racing in size M. Designed for movement and ventilation. Dummy data for testing.,109.43,https://picsum.photos/seed/mg208/800/800,Jerseys,,,,M,Fox Racing,Male,New,208
100% Moisture-Wicking Jersey - Size M (JR-0033),Moisture-Wicking motocross jersey by 100% in size M. Designed for movement and ventilation. Dummy data for testing.,104.18,https://picsum.photos/seed/mg209/800/800,Jerseys,,,,M,100%,Male,New,209
Fox Racing Race Jersey - Size S (JR-0034),Race motocross jersey by Fox Racing in size S. Designed for movement and ventilation. Dummy data for testing.,63.40,https://picsum.photos/seed/mg210/800/800,Jerseys,,,,S,Fox Racing,Male,New,210
100% Lightweight Jersey - Size M (JR-0035),Lightweight motocross jersey by 100% in size M. Designed for movement and ventilation. Dummy data for testing.,81.33,https://picsum.photos/seed/mg211/800/800,Jerseys,,,,M,100%,Male,New,211
Fox Racing Lightweight Jersey - Size M (JR-0036),Lightweight motocross jersey by Fox Racing in size M. Designed for movement and ventilation. Dummy data for testing.,86.37,https://picsum.photos/seed/mg212/800/800,Jerseys,,,,M,Fox Racing,Male,New,212
Fox Racing Breathable Jersey - Size L (JR-0037),Breathable motocross jersey by Fox Racing in size L. Designed for movement and ventilation. Dummy data for testing.,95.85,https://picsum.photos/seed/mg213/800/800,Jerseys,,,,L,Fox Racing,Male,New,213
100% Race Jersey - Size M (JR-0038),Race motocross jersey by 100% in size M. Designed for movement and ventilation. Dummy data for testing.,117.83,https://picsum.photos/seed/mg214/800/800,Jerseys,,,,M,100%,Male,New,214
Fox Racing Race Jersey - Size L (JR-0039),Race motocross jersey by Fox Racing in size L. Designed for movement and ventilation. Dummy data for testing.,48.23,https://picsum.photos/seed/mg215/800/800,Jerseys,,,,L,Fox Racing,Male,New,215
Fox Racing Lightweight Jersey - Size S (JR-0040),Lightweight motocross jersey by Fox Racing in size S. Designed for movement and ventilation. Dummy data for testing.,93.16,https://picsum.photos/seed/mg216/800/800,Jerseys,,,,S,Fox Racing,Male,New,216
100% Breathable Jersey - Size S (JR-0041),Breathable motocross jersey by 100% in size S. Designed for movement and ventilation. Dummy data for testing.,124.35,https://picsum.photos/seed/mg217/800/800,Jerseys,,,,S,100%,Male,New,217
Fox Racing Breathable Jersey - Size M (JR-0042),Breathable motocross jersey by Fox Racing in size M. Designed for movement and ventilation. Dummy data for testing.,35.20,https://picsum.photos/seed/mg218/800/800,Jerseys,,,,M,Fox Racing,Male,New,218
100% Ventilated Jersey - Size L (JR-0043),Ventilated motocross jersey by 100% in size L. Designed for movement and ventilation. Dummy data for testing.,72.62,https://picsum.photos/seed/mg219/800/800,Jerseys,,,,L,100%,Male,New,219
Fox Racing Race Jersey - Size L (JR-0044),Race motocross jersey by Fox Racing in size L. Designed for movement and ventilation. Dummy data for testing.,102.93,https://picsum.photos/seed/mg220/800/800,Jerseys,,,,L,Fox Racing,Male,New,220
