Action,SKU,Title,Description,CategoryID,CategoryName,ConditionID,ConditionName,Price,Currency,Quantity,Brand,Size,Colour,MPN,UPC,ListingFormat,Duration,DispatchTimeMaxDays,ShippingService,ShippingCost,ReturnsAccepted,ReturnsWithin,RefundOption,ReturnShippingPaidBy,PictureURL1,PictureURL2,PictureURL3
Add,MOTOCROSS-WD8IL3FB,Suzuki MC300 Motocross Bike (2024),Brand: Suzuki | Category: Motocross Bikes | Condition: Used | Year: 2024 | Engine size: 300cc | Model: MC | Colour: Red | Fast dispatch from the UK. See photos for exact item shown.,33034,Motocross Bikes,3000,Used,2728.22,GBP,1,Suzuki,,Red,9W1Q5UZNOF,688872864591,FixedPrice,GTC,3,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,,
Add,MOTOCROSS-3T60RJIW,Suzuki MC350 Motocross Bike (2017),Brand: Suzuki | Category: Motocross Bikes | Condition: Used | Year: 2017 | Engine size: 350cc | Model: MC | Colour: Yellow | Fast dispatch from the UK. See photos for exact item shown.,33034,Motocross Bikes,3000,Used,4099.16,GBP,1,Suzuki,,Yellow,1SWJCKJLTE,267045424956,FixedPrice,GTC,2,UK_StandardDelivery,3.49,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,https://example.com/images/mx5.jpg,https://example.com/images/mx1.jpg
Add,MOTOCROSS-6RJRNY20,GasGas MC300 Motocross Bike (2025),Brand: GasGas | Category: Motocross Bikes | Condition: Used | Year: 2025 | Engine size: 300cc | Model: MC | Colour: Grey | Fast dispatch from the UK. See photos for exact item shown.,33034,Motocross Bikes,3000,Used,4766.11,GBP,1,GasGas,,Grey,479T6VXDP5,123438294847,FixedPrice,GTC,1,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx3.jpg,,
Add,MOTOCROSS-FEYUHZ1G,GasGas MC450 Motocross Bike (2012),Brand: GasGas | Category: Motocross Bikes | Condition: Used | Year: 2012 | Engine size: 450cc | Model: MC | Colour: Black | Fast dispatch from the UK. See photos for exact item shown.,33034,Motocross Bikes,3000,Used,1685.87,GBP,1,GasGas,,Black,V0E38DALY8,370661786197,FixedPrice,GTC,3,UK_StandardDelivery,3.49,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx5.jpg,https://example.com/images/mx4.jpg,
Add,MOTOCROSS-8W3ZP08J,Honda SX-F350 Motocross Bike (2022),Brand: Honda | Category: Motocross Bikes | Condition: Used | Year: 2022 | Engine size: 350cc | Model: SX-F | Colour: Black | Fast dispatch from the UK. See photos for exact item shown.,33034,Motocross Bikes,3000,Used,3580.67,GBP,1,Honda,,Black,3TRP0J43D5,246308127387,FixedPrice,GTC,3,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx5.jpg,https://example.com/images/mx1.jpg,
Add,MOTOCROSS-ZQAKOIXN,Honda KX150 Motocross Bike (2023),Brand: Honda | Category: Motocross Bikes | Condition: Used | Year: 2023 | Engine size: 150cc | Model: KX | Colour: Yellow | Fast dispatch from the UK. See photos for exact item shown.,33034,Motocross Bikes,3000,Used,2336.89,GBP,1,Honda,,Yellow,TM9TMQLIZL,796172575982,FixedPrice,GTC,1,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,https://example.com/images/mx3.jpg,
Add,MOTOCROSS-1DAKRM8J,Yamaha CRF250 Motocross Bike (2012),Brand: Yamaha | Category: Motocross Bikes | Condition: Used | Year: 2012 | Engine size: 250cc | Model: CRF | Colour: Pink | Fast dispatch from the UK. See photos for exact item shown.,33034,Motocross Bikes,3000,Used,5236.42,GBP,1,Yamaha,,Pink,5ECRUYF38D,254567392545,FixedPrice,GTC,3,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx5.jpg,,
Add,MOTOCROSS-CAQVKIZZ,GasGas YZF150 Motocross Bike (2022),Brand: GasGas | Category: Motocross Bikes | Condition: Used | Year: 2022 | Engine size: 150cc | Model: YZF | Colour: Green | Fast dispatch from the UK. See photos for exact item shown.,33034,Motocross Bikes,3000,Used,1728.55,GBP,1,GasGas,,Green,QY72WX7PTX,980137521669,FixedPrice,GTC,1,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx5.jpg,https://example.com/images/mx4.jpg,https://example.com/images/mx2.jpg
Add,MOTOCROSS-4U89YJB1,Honda SX-F300 Motocross Bike (2023),Brand: Honda | Category: Motocross Bikes | Condition: Used | Year: 2023 | Engine size: 300cc | Model: SX-F | Colour: Camo | Fast dispatch from the UK. See photos for exact item shown.,33034,Motocross Bikes,3000,Used,2251.14,GBP,1,Honda,,Camo,QX6GVWRDML,683629854339,FixedPrice,GTC,3,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx5.jpg,https://example.com/images/mx1.jpg,
Add,MOTOCROSS-1HT7PZE9,Kawasaki YZF300 Motocross Bike (2012),Brand: Kawasaki | Category: Motocross Bikes | Condition: Used | Year: 2012 | Engine size: 300cc | Model: YZF | Colour: Pink | Fast dispatch from the UK. See photos for exact item shown.,33034,Motocross Bikes,3000,Used,4488.01,GBP,1,Kawasaki,,Pink,VIFTTD96QE,847528925395,FixedPrice,GTC,2,UK_StandardDelivery,4.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx1.jpg,,
Add,MOTOCROSS-9RFTMTTQ,KTM MC350 Motocross Bike (2016),Brand: KTM | Category: Motocross Bikes | Condition: Used | Year: 2016 | Engine size: 350cc | Model: MC | Colour: Black | Fast dispatch from the UK. See photos for exact item shown.,33034,Motocross Bikes,3000,Used,2686.72,GBP,1,KTM,,Black,LGZUI1B0Z3,368940558845,FixedPrice,GTC,2,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx1.jpg,https://example.com/images/mx2.jpg,
Add,MOTOCROSS-LYT8W5RT,Honda SX-F300 Motocross Bike (2024),Brand: Honda | Category: Motocross Bikes | Condition: Used | Year: 2024 | Engine size: 300cc | Model: SX-F | Colour: Orange | Fast dispatch from the UK. See photos for exact item shown.,33034,Motocross Bikes,3000,Used,2315.9,GBP,1,Honda,,Orange,WIYKID91ZD,120303424611,FixedPrice,GTC,3,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,https://example.com/images/mx2.jpg,https://example.com/images/mx5.jpg
Add,MOTOCROSS-6YFPMVXP,Yamaha SX-F300 Motocross Bike (2022),Brand: Yamaha | Category: Motocross Bikes | Condition: Used | Year: 2022 | Engine size: 300cc | Model: SX-F | Colour: Yellow | Fast dispatch from the UK. See photos for exact item shown.,33034,Motocross Bikes,3000,Used,1767.46,GBP,1,Yamaha,,Yellow,J4HNRIUU9K,962567064927,FixedPrice,GTC,1,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx3.jpg,https://example.com/images/mx2.jpg,https://example.com/images/mx5.jpg
Add,MOTOCROSS-LPU0DK0G,KTM FC450 Motocross Bike (2024),Brand: KTM | Category: Motocross Bikes | Condition: Used | Year: 2024 | Engine size: 450cc | Model: FC | Colour: Red | Fast dispatch from the UK. See photos for exact item shown.,33034,Motocross Bikes,3000,Used,5099.98,GBP,1,KTM,,Red,ET8T63J3R3,731919879983,FixedPrice,GTC,3,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx1.jpg,https://example.com/images/mx3.jpg,
Add,MOTOCROSS-DIA5U6HC,Bell Motocross Helmet - Size M - Green,Brand: Bell | Category: Motocross Helmets | Condition: New | Size: M | Colour: Green | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,473.64,GBP,6,Bell,M,Green,36KOF8KRD5,146794714044,FixedPrice,GTC,1,UK_StandardDelivery,4.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx1.jpg,https://example.com/images/mx3.jpg,
Add,MOTOCROSS-CJ883DHX,Bell Motocross Helmet - Size S - Orange,Brand: Bell | Category: Motocross Helmets | Condition: New | Size: S | Colour: Orange | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,414.84,GBP,6,Bell,S,Orange,8BM92H3TV3,277529957181,FixedPrice,GTC,1,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,https://example.com/images/mx3.jpg,
Add,MOTOCROSS-R2SDS8B2,Arai Motocross Helmet - Size XS - Red,Brand: Arai | Category: Motocross Helmets | Condition: New | Size: XS | Colour: Red | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,346.22,GBP,2,Arai,XS,Red,5SQ8CROYR6,006026539546,FixedPrice,GTC,3,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx1.jpg,,
Add,MOTOCROSS-3O0LLJ8Y,Leatt Motocross Helmet - Size S - Grey,Brand: Leatt | Category: Motocross Helmets | Condition: New | Size: S | Colour: Grey | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,218.25,GBP,6,Leatt,S,Grey,RDDP0NEC8U,648949023151,FixedPrice,GTC,2,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,https://example.com/images/mx1.jpg,
Add,MOTOCROSS-VXYBJ17M,Arai Motocross Helmet - Size XS - Green,Brand: Arai | Category: Motocross Helmets | Condition: New | Size: XS | Colour: Green | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,467.11,GBP,1,Arai,XS,Green,GFXC08DTNQ,133958170044,FixedPrice,GTC,1,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,https://example.com/images/mx5.jpg,https://example.com/images/mx2.jpg
Add,MOTOCROSS-SLH9BH81,Fox Racing Motocross Helmet - Size M - Grey,Brand: Fox Racing | Category: Motocross Helmets | Condition: New | Size: M | Colour: Grey | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,411.63,GBP,10,Fox Racing,M,Grey,1KERPETIUY,337440344624,FixedPrice,GTC,3,UK_StandardDelivery,3.49,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,https://example.com/images/mx4.jpg,
Add,MOTOCROSS-OLMLGSES,Fox Racing Motocross Helmet - Size L - White,Brand: Fox Racing | Category: Motocross Helmets | Condition: New | Size: L | Colour: White | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,373.21,GBP,2,Fox Racing,L,White,6M033IFHV1,617477495668,FixedPrice,GTC,1,UK_StandardDelivery,4.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx3.jpg,https://example.com/images/mx2.jpg,https://example.com/images/mx4.jpg
Add,MOTOCROSS-LQC3C54W,Bell Motocross Helmet - Size M - Green,Brand: Bell | Category: Motocross Helmets | Condition: New | Size: M | Colour: Green | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,271.34,GBP,2,Bell,M,Green,SQT26Q3XLR,101837512445,FixedPrice,GTC,2,UK_StandardDelivery,3.49,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx3.jpg,,
Add,MOTOCROSS-CDYK0X65,Bell Motocross Helmet - Size L - Orange,Brand: Bell | Category: Motocross Helmets | Condition: New | Size: L | Colour: Orange | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,142.52,GBP,6,Bell,L,Orange,MUFM8ZOV7L,378687656433,FixedPrice,GTC,2,UK_StandardDelivery,4.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,,
Add,MOTOCROSS-ST0SX5WV,Shoei Motocross Helmet - Size S - Red,Brand: Shoei | Category: Motocross Helmets | Condition: New | Size: S | Colour: Red | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,247.19,GBP,2,Shoei,S,Red,FGYW6ZBNZ8,677229791654,FixedPrice,GTC,1,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,https://example.com/images/mx5.jpg,
Add,MOTOCROSS-TD44K1J6,HJC Motocross Helmet - Size XL - Red,Brand: HJC | Category: Motocross Helmets | Condition: New other (see details) | Size: XL | Colour: Red | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1500,New other (see details),127.92,GBP,6,HJC,XL,Red,FP8HQMABSI,930986712861,FixedPrice,GTC,1,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,https://example.com/images/mx5.jpg,https://example.com/images/mx3.jpg
Add,MOTOCROSS-EKKBP2QD,Fox Racing Motocross Helmet - Size M - Blue,Brand: Fox Racing | Category: Motocross Helmets | Condition: New | Size: M | Colour: Blue | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,355.99,GBP,8,Fox Racing,M,Blue,6VASIFPWIO,609055953469,FixedPrice,GTC,1,UK_StandardDelivery,3.49,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx1.jpg,https://example.com/images/mx3.jpg,
Add,MOTOCROSS-MMX3Y9RG,Shoei Motocross Helmet - Size XS - Camo,Brand: Shoei | Category: Motocross Helmets | Condition: New | Size: XS | Colour: Camo | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,262.98,GBP,1,Shoei,XS,Camo,EZ7BH25LLO,840628062744,FixedPrice,GTC,1,UK_StandardDelivery,4.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,https://example.com/images/mx3.jpg,
Add,MOTOCROSS-CV3TLCXL,Leatt Motocross Helmet - Size L - Orange,Brand: Leatt | Category: Motocross Helmets | Condition: New other (see details) | Size: L | Colour: Orange | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1500,New other (see details),319.3,GBP,8,Leatt,L,Orange,VPYMB5M9J9,906386916700,FixedPrice,GTC,3,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx3.jpg,https://example.com/images/mx5.jpg,https://example.com/images/mx2.jpg
Add,MOTOCROSS-TOXIE0RN,Troy Lee Designs Motocross Helmet - Size S - Yellow,Brand: Troy Lee Designs | Category: Motocross Helmets | Condition: New other (see details) | Size: S | Colour: Yellow | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1500,New other (see details),259.33,GBP,3,Troy Lee Designs,S,Yellow,UJJQ9K6RE4,484068330588,FixedPrice,GTC,1,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,https://example.com/images/mx3.jpg,https://example.com/images/mx4.jpg
Add,MOTOCROSS-Q9E5COZR,Shoei Motocross Helmet - Size S - Blue,Brand: Shoei | Category: Motocross Helmets | Condition: New | Size: S | Colour: Blue | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,131.3,GBP,6,Shoei,S,Blue,OOUELCQSE3,557158853192,FixedPrice,GTC,1,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx3.jpg,https://example.com/images/mx1.jpg,https://example.com/images/mx2.jpg
Add,MOTOCROSS-VUGW6M7B,Arai Motocross Helmet - Size S - Green,Brand: Arai | Category: Motocross Helmets | Condition: New | Size: S | Colour: Green | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,160.17,GBP,3,Arai,S,Green,5C81JHUWB6,563284461443,FixedPrice,GTC,3,UK_StandardDelivery,3.49,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx3.jpg,,
Add,MOTOCROSS-LQJIDKNW,Leatt Motocross Helmet - Size M - Grey,Brand: Leatt | Category: Motocross Helmets | Condition: New | Size: M | Colour: Grey | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,279.33,GBP,2,Leatt,M,Grey,I5FLUL1RSR,309592304864,FixedPrice,GTC,1,UK_StandardDelivery,3.49,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx1.jpg,https://example.com/images/mx5.jpg,https://example.com/images/mx2.jpg
Add,MOTOCROSS-NKNQT3WV,Leatt Motocross Helmet - Size M - Grey,Brand: Leatt | Category: Motocross Helmets | Condition: New | Size: M | Colour: Grey | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,292.25,GBP,4,Leatt,M,Grey,EDN9UNFVOB,078518193368,FixedPrice,GTC,3,UK_StandardDelivery,3.49,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx3.jpg,https://example.com/images/mx4.jpg,https://example.com/images/mx5.jpg
Add,MOTOCROSS-V20YAR82,Bell Motocross Helmet - Size XS - Orange,Brand: Bell | Category: Motocross Helmets | Condition: New | Size: XS | Colour: Orange | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,167.13,GBP,8,Bell,XS,Orange,1UZVGWW4FY,091031647987,FixedPrice,GTC,3,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,,
Add,MOTOCROSS-QTTY5Y2J,Troy Lee Designs Motocross Helmet - Size M - Yellow,Brand: Troy Lee Designs | Category: Motocross Helmets | Condition: New | Size: M | Colour: Yellow | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,254.91,GBP,3,Troy Lee Designs,M,Yellow,R8KK791ZYR,459725583371,FixedPrice,GTC,3,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx3.jpg,,
Add,MOTOCROSS-7ZEWVIYT,Arai Motocross Helmet - Size L - Green,Brand: Arai | Category: Motocross Helmets | Condition: New | Size: L | Colour: Green | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,212.01,GBP,5,Arai,L,Green,WBOZD1AT7O,984193690557,FixedPrice,GTC,2,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,,
Add,MOTOCROSS-5AUD9K9T,Fox Racing Motocross Helmet - Size L - Yellow,Brand: Fox Racing | Category: Motocross Helmets | Condition: New | Size: L | Colour: Yellow | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,442.07,GBP,5,Fox Racing,L,Yellow,R74QGEFQJG,775718885061,FixedPrice,GTC,2,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,,
Add,MOTOCROSS-K0AXYCEL,Fox Racing Motocross Helmet - Size M - Grey,Brand: Fox Racing | Category: Motocross Helmets | Condition: New | Size: M | Colour: Grey | Fast dispatch from the UK. See photos for exact item shown.,177832,Motocross Helmets,1000,New,444.12,GBP,6,Fox Racing,M,Grey,OS6ZLE6KWH,117645456227,FixedPrice,GTC,2,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx5.jpg,,
Add,MOTOCROSS-UFLSEHUD,Thor Motocross Boots - UK 9 - White,Brand: Thor | Category: Motocross Boots | Condition: New other (see details) | Size: 9 | Colour: White | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1500,New other (see details),170.38,GBP,4,Thor,9,White,S3QSQCQ30O,875030990904,FixedPrice,GTC,2,UK_StandardDelivery,4.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,,
Add,MOTOCROSS-XMGTT0IA,Fox Racing Motocross Boots - UK 13 - Grey,Brand: Fox Racing | Category: Motocross Boots | Condition: New | Size: 13 | Colour: Grey | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,399.44,GBP,3,Fox Racing,13,Grey,AKYTT3IMJ7,718478021057,FixedPrice,GTC,3,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,,
Add,MOTOCROSS-F9I6UU13,Fox Racing Motocross Boots - UK 10 - Blue,Brand: Fox Racing | Category: Motocross Boots | Condition: New | Size: 10 | Colour: Blue | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,426.67,GBP,1,Fox Racing,10,Blue,I59SOJUV0G,650363564215,FixedPrice,GTC,2,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,,
Add,MOTOCROSS-NJLCQNT3,Forma Motocross Boots - UK 10 - Black,Brand: Forma | Category: Motocross Boots | Condition: New | Size: 10 | Colour: Black | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,507.76,GBP,3,Forma,10,Black,BNVBC2VYHH,939217779673,FixedPrice,GTC,2,UK_StandardDelivery,3.49,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx5.jpg,,
Add,MOTOCROSS-SRD9Q46N,Fox Racing Motocross Boots - UK 10 - Pink,Brand: Fox Racing | Category: Motocross Boots | Condition: New | Size: 10 | Colour: Pink | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,257.2,GBP,6,Fox Racing,10,Pink,OUHFJ7UPFL,384662896417,FixedPrice,GTC,3,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,,
